temps : 11:42:04.766656; Adresse Ip source : BP-Linux8.ssh; Adresse IP destinataire : 192.168.190.130.50019:; flag : [P.],;,Numéro de séquence : 2243505564:2243505672,; Numéro accusé de réception : 1972915080,;, 
temps : 11:42:06.681430; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2475; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 2003734750:2003734870,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681446; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2476; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 943277646:943277766,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681463; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2477; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 612921749:612921869,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681480; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2478; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1079269685:1079269805,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681497; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2479; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1427118982:1427119102,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681514; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2480; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1481846896:1481847016,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681531; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2481; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 807245684:807245804,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681548; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2482; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 29032482:29032602,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681564; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2483; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 2121432424:2121432544,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681581; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2484; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 266983944:266984064,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681597; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2485; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 780253659:780253779,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681614; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2486; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 426927737:426927857,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681630; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2487; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 2059846495:2059846615,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681647; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2488; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 485695892:485696012,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681664; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2489; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1506899314:1506899434,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681681; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2490; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1974670292:1974670412,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681697; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2491; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 984948282:984948402,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681722; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2492; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 2071134208:2071134328,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681739; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2493; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 582048290:582048410,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681756; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2494; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1414722580:1414722700,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681773; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2495; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1376167161:1376167281,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681789; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2496; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 793373662:793373782,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681806; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2497; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 586859843:586859963,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681823; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2498; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1313429529:1313429649,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681839; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2499; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 599747608:599747728,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681856; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2500; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1764270382:1764270502,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681872; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2501; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1266534982:1266535102,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681889; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2502; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1923888203:1923888323,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681906; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2503; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 477956184:477956304,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681924; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2504; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1697346829:1697346949,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681941; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2505; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1581732153:1581732273,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681958; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2506; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 2134846905:2134847025,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681975; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2507; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 5001436:5001556,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.681992; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2508; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 100084791:100084911,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682008; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2509; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1351883007:1351883127,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682025; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2510; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 892547770:892547890,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682041; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2511; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 203925976:203926096,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682058; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2512; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 93263311:93263431,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682075; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2513; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 589592255:589592375,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682092; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2514; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1666861586:1666861706,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682108; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2515; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1444571600:1444571720,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682125; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2516; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 702975955:702976075,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682152; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2517; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 2016486038:2016486158,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682172; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2518; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1002497398:1002497518,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682191; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2519; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 294189577:294189697,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682210; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2520; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1398461889:1398462009,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682227; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2521; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1995017329:1995017449,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682243; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2522; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 921320533:921320653,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682259; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2523; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 248505708:248505828,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682276; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2524; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 558621145:558621265,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682292; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2525; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1118905776:1118905896,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682308; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2526; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1158043116:1158043236,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682325; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2527; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1469406826:1469406946,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682341; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2528; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 492373102:492373222,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682357; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2529; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1687855121:1687855241,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682374; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2530; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1360633195:1360633315,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682390; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2531; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1274977706:1274977826,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682407; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2532; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 549939990:549940110,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682423; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2533; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1109408249:1109408369,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682439; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2534; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1283855019:1283855139,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682455; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2535; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 623143483:623143603,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682472; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2536; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 709005792:709005912,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682488; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2537; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1528805205:1528805325,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682504; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2538; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 940059508:940059628,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682521; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2539; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1190337142:1190337262,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682537; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2540; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1484037464:1484037584,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682553; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2541; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 566224598:566224718,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682570; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2542; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 788308167:788308287,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682586; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2543; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 96067834:96067954,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682602; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2544; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1226579504:1226579624,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682619; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2545; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1551737466:1551737586,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682635; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2546; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 368629672:368629792,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682652; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2547; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 527715727:527715847,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682668; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2548; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1897998019:1897998139,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682684; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2549; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1187006652:1187006772,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682700; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2550; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 836414851:836414971,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682717; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2551; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 97200857:97200977,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682733; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2552; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 964382000:964382120,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682749; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2553; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 64311516:64311636,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682765; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2554; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 1940462409:1940462529,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
temps : 11:42:06.682782; Adresse Ip source : 190-0-175-100.gba.solunet.com.ar.2555; Adresse IP destinataire : 184.107.43.74.http:; flag : [S],;,Numéro de séquence : 709004881:709005001,; Taille de la fenêtre : 512,; Longueur du paquet : 120:;,Protocole :HTTP;
